time,open,high,low,close
2022-10-02T05:00:00+01:00,1309.55,1317.34,1308.47,1311.27
2022-10-02T09:00:00+01:00,1310.83,1312.99,1287.06,1298.08
2022-10-02T13:00:00+01:00,1297.94,1301.09,1287.7,1293.38
2022-10-02T17:00:00+01:00,1293.3,1312.11,1292.22,1304.9
2022-10-02T21:00:00+01:00,1305.71,1307.38,1270.73,1276.76
2022-10-03T01:00:00+01:00,1277.84,1298.74,1267.21,1291.84
2022-10-03T05:00:00+01:00,1291.85,1300.65,1284.48,1292.07
2022-10-03T09:00:00+01:00,1291.75,1299.13,1286.51,1298.78
2022-10-03T13:00:00+01:00,1298.76,1327.17,1294.64,1318.69
2022-10-03T17:00:00+01:00,1319.85,1330.11,1309.87,1317.17
2022-10-03T21:00:00+01:00,1318.29,1328.07,1315.23,1323.56
2022-10-04T01:00:00+01:00,1323.88,1330.33,1319.52,1329.56
2022-10-04T05:00:00+01:00,1330.01,1350.62,1324.77,1350.25
2022-10-04T09:00:00+01:00,1351.35,1360.52,1342.62,1350.18
2022-10-04T13:00:00+01:00,1349.19,1362.58,1346.62,1354.39
2022-10-04T17:00:00+01:00,1354.86,1357.76,1338.49,1355.18
2022-10-04T21:00:00+01:00,1354.59,1370.13,1351.8,1361.85
2022-10-05T01:00:00+01:00,1361.84,1363.76,1352.84,1354.39
2022-10-05T05:00:00+01:00,1354.25,1360.1,1348.02,1353.51
2022-10-05T09:00:00+01:00,1353.19,1354.17,1332.21,1335.33
2022-10-05T13:00:00+01:00,1334.99,1336.79,1317.28,1330.48
2022-10-05T17:00:00+01:00,1330.15,1364.74,1327.86,1350.45
2022-10-05T21:00:00+01:00,1351.57,1357.79,1344.25,1352.48
2022-10-06T01:00:00+01:00,1352.09,1383.07,1352.09,1373.07
2022-10-06T05:00:00+01:00,1372.95,1380.87,1362.38,1368.61
2022-10-06T09:00:00+01:00,1368.32,1370.43,1356.02,1369.02
2022-10-06T13:00:00+01:00,1368.64,1381.32,1350.1,1361.38
2022-10-06T17:00:00+01:00,1360.56,1374.29,1354.99,1359.26
2022-10-06T21:00:00+01:00,1359.08,1364.23,1347.12,1352.05
2022-10-07T01:00:00+01:00,1352.27,1360.97,1350.92,1355.5
2022-10-07T05:00:00+01:00,1355.13,1359.41,1346.05,1356.2
2022-10-07T09:00:00+01:00,1356.37,1360.62,1352.73,1355.1
2022-10-07T13:00:00+01:00,1354.76,1358.68,1323.16,1334.21
2022-10-07T17:00:00+01:00,1333.3,1336.42,1319.55,1327.91
2022-10-07T21:00:00+01:00,1327.89,1337.24,1325.49,1331.14
2022-10-08T01:00:00+01:00,1331.02,1337.18,1330.58,1331.35
2022-10-08T05:00:00+01:00,1331.61,1333.06,1326.49,1330.75
2022-10-08T09:00:00+01:00,1331.18,1331.18,1324.7,1330.29
2022-10-08T13:00:00+01:00,1330.12,1330.18,1320.68,1324.68
2022-10-08T17:00:00+01:00,1324.16,1330.26,1322.93,1324.86
2022-10-08T21:00:00+01:00,1324.61,1326.59,1304.59,1315.5
2022-10-09T01:00:00+01:00,1315.58,1316.97,1308.01,1310.84
2022-10-09T05:00:00+01:00,1310.66,1317.93,1309.28,1315.54
2022-10-09T09:00:00+01:00,1315.67,1327.77,1314.02,1323.5
2022-10-09T13:00:00+01:00,1323.78,1329.01,1321.45,1327.11
2022-10-09T17:00:00+01:00,1326.88,1327.55,1310.17,1320.07
