"Strike","Calls Buy","Calls Sell","Puts Buy","Puts Sell","Call Buy Blocked","Call Sell Blocked","Put Buy Blocked","Put Sell Blocked"
"800",0,0,158,147,0,0,0,0
"900",0,0,10,135,0,0,0,0
"1000",0,0,279,482,0,0,0,0
"1100",0,0,471,1093,0,0,0,0
"1150",0,0,1505,958,0,0,0,0
"1200",0,0,1160,1232,0,0,0,0
"1250",0,0,495,1555,0,0,0,0
"1300",0,0,1207,1555,0,0,250,2000
"1350",0,0,2974,1503,0,0,0,0
"1400",0,0,2102,2100,0,0,7000,700
"1450",-580,-64,3856,3474,0,0,0,0
"1500",-790,-633,3823,4055,0,0,0,1500
"1550",-1989,-1392,3261,5037,-500,-3500,250,900
"1600",-2778,-3359,3051,3021,0,0,1000,0
"1650",-1626,-2609,3906,2205,-750,-2500,250,0
"1700",-5454,-6242,1329,757,-7000,-4450,0,1000
"1750",-6385,-4539,572,315,-1000,-500,0,0
"1800",-5670,-7073,136,60,-4000,-250,0,0
"1850",-2582,-5807,0,0,-3250,-250,0,0
"1900",-9602,-10756,0,0,-1750,-250,0,0
"2000",-4311,-6033,0,0,-4000,-500,0,0
"2200",-333,-655,0,0,0,0,0,0
"2400",-203,-364,0,0,0,0,0,0
"2600",-2,-164,0,0,0,0,0,0
"2800",-1,-200,0,0,0,0,0,0
