"Strike","Calls Buy","Calls Sell","Puts Buy","Puts Sell","Call Buy Blocked","Call Sell Blocked","Put Buy Blocked","Put Sell Blocked"
"800",0,0,158,147,0,0,0,0
"900",0,0,10,135,0,0,0,0
"1000",0,0,279,482,0,0,0,0
"1100",0,0,471,848,0,0,0,0
"1150",0,0,1505,958,0,0,0,0
"1200",0,0,1160,1231,0,0,0,0
"1250",0,0,495,1555,0,0,0,0
"1300",0,0,1207,1542,0,0,250,2000
"1350",0,0,2421,1256,0,0,0,0
"1400",0,0,2099,2079,0,0,7000,700
"1450",-580,-64,3762,3058,0,0,0,0
"1500",-790,-633,3792,3913,0,0,0,1500
"1550",-1989,-1392,3178,4931,-500,-3500,250,900
"1600",-2778,-3348,2018,2668,0,0,1000,0
"1650",-1626,-2508,3741,2193,-750,-2500,250,0
"1700",-4758,-5299,1197,743,-7000,-3200,0,0
"1750",-5686,-4366,572,315,-1000,-500,0,0
"1800",-5506,-6954,136,59,-3000,0,0,0
"1850",-1978,-5407,0,0,-3250,-250,0,0
"1900",-7846,-9119,0,0,-1750,-250,0,0
"2000",-4041,-6021,0,0,-3000,-500,0,0
"2200",-333,-653,0,0,0,0,0,0
"2400",-203,-364,0,0,0,0,0,0
"2600",-2,-164,0,0,0,0,0,0
"2800",-1,-200,0,0,0,0,0,0
