"Strike","Calls Buy","Calls Sell","Puts Buy","Puts Sell","Call Buy Blocked","Call Sell Blocked","Put Buy Blocked","Put Sell Blocked"
"900",0,0,0,571,0,0,0,0
"1000",0,0,1,115,0,0,0,0
"1100",0,0,20,126,0,0,0,0
"1200",0,0,267,112,0,0,0,0
"1250",0,0,262,517,0,0,0,0
"1300",0,0,84,318,0,0,0,0
"1350",0,0,101,302,0,0,0,0
"1400",0,0,125,328,0,0,0,0
"1450",-12,0,53,588,0,0,0,0
"1500",-80,-23,889,1446,0,0,0,0
"1550",0,0,971,474,0,0,6823,8000
"1600",-109,-179,1551,1178,0,0,4230,0
"1650",-304,-627,4479,5206,-3000,0,3000,10000
"1700",-1608,-341,1382,327,0,-500,0,0
"1750",-911,-648,866,48,0,0,0,0
"1800",-1169,-545,252,201,0,0,0,0
"1850",-1082,-713,0,0,-250,0,0,0
"1900",-4668,-5131,0,0,-18750,-3750,0,0
"2000",-3886,-6580,0,0,0,0,0,0
"2100",-578,-3608,0,0,0,0,0,0
"2200",-261,-254,0,0,0,0,0,0
"2400",-57,-398,0,0,0,0,0,0
"2600",-59,-102,0,0,0,0,0,0
"2800",0,-83,0,0,0,0,0,0
