"Strike","Calls Buy","Calls Sell","Puts Buy","Puts Sell","Call Buy Blocked","Call Sell Blocked","Put Buy Blocked","Put Sell Blocked"
"800",0,0,319,328,0,0,0,0
"900",0,0,822,954,0,0,0,0
"1000",0,0,1919,2083,0,0,0,0
"1100",0,0,3987,3154,0,0,0,0
"1200",0,-1,11821,13556,0,0,250,4126
"1250",-10,-10,14615,12175,0,0,500,0
"1300",-10,-46,10650,11995,0,0,5250,1650
"1350",-724,-527,17721,17853,0,0,500,0
"1400",-1324,-2490,12934,17840,-1000,-276,11790,8875
"1450",-4722,-6406,10750,7679,-250,-750,921,2000
"1500",-12482,-10933,8642,11276,-2450,-250,8725,250
"1525",-5647,-4929,2283,3903,-500,0,1500,921
"1550",-6705,-5222,2597,1881,-2790,-1950,1500,0
"1600",-13130,-12249,2267,2954,-1500,-709,0,0
"1650",-14595,-10161,1169,1077,-1168,-2247,0,0
"1700",-7666,-13361,475,1344,-250,-1250,0,0
"1750",-5407,-4083,105,35,0,-500,0,0
"1800",-6455,-4712,0,0,0,0,0,0
"1850",-4779,-3965,0,0,-1613,0,0,0
"1900",-1766,-2624,0,0,-10250,0,0,0
"2000",-488,-231,1,0,0,-250,0,0
"2100",-82,-181,0,0,0,0,0,0
"2200",-10,-53,0,0,0,0,0,0
"2400",0,-5,0,0,0,0,0,0
"3000",0,0,4,0,0,0,0,0
